carat,cut,color,clarity,depth,table,x,y,z,price_predicted
0.38,Very Good,H,VS1,61.3,54.0,4.68,4.7,2.88,731.7396427221183
1.4,Premium,D,VS1,62.8,58.0,7.17,7.07,4.47,8511.200808888832
0.32,Premium,I,VS2,62.2,59.0,4.35,4.37,2.71,171.28080889961575
0.91,Premium,H,VS2,61.8,60.0,6.22,6.18,3.83,4803.0864471724535
0.4,Premium,E,VVS1,61.4,59.0,4.68,4.74,2.89,876.9321347387659
1.52,Very Good,D,SI2,59.1,58.0,7.45,7.48,4.41,9829.847293007053
1.03,Premium,E,SI2,62.0,59.0,6.42,6.49,4.0,5715.86851852986
0.57,Very Good,E,SI2,58.8,57.3,5.42,5.46,3.21,2470.1022204763785
0.59,Very Good,E,VS2,61.7,60.0,5.36,5.4,3.32,2323.9048776903883
1.0,Fair,E,SI1,58.1,63.0,6.6,6.52,3.81,5888.334023544133
1.01,Premium,H,VS2,61.6,59.0,6.45,6.47,3.98,5601.896365956351
1.0,Ideal,F,VVS2,59.7,60.0,6.48,6.52,3.88,5721.825546514055
0.41,Very Good,F,SI2,60.8,58.0,4.78,4.83,2.92,1017.1724495405588
1.12,Very Good,G,I1,61.2,63.0,6.68,6.59,4.05,6499.319480284524
0.5,Good,D,SI1,63.6,54.0,5.02,5.08,3.21,1425.979337977547
1.0,Premium,E,SI1,61.7,58.0,6.42,6.35,3.94,5513.689950226457
0.81,Very Good,G,VS1,62.6,55.0,5.92,5.97,3.72,3941.835849502275
1.31,Ideal,F,SI2,62.7,57.0,7.05,6.98,4.4,7821.410865463588
1.43,Very Good,G,VS2,62.2,58.0,7.15,7.18,4.46,8807.040395521653
0.54,Very Good,H,VS2,63.2,55.0,5.24,5.2,3.3,1778.8050008971222
0.39,Good,G,VS2,63.8,59.0,4.66,4.59,2.95,549.3697832781354
0.25,Ideal,G,VVS2,62.1,57.0,4.01,4.07,2.5,-362.90986269460154
0.31,Ideal,D,SI1,62.4,53.0,4.33,4.35,2.71,72.66761335534238
0.32,Ideal,F,VVS2,61.2,57.0,4.43,4.4,2.7,275.3486070434142
0.64,Ideal,D,VS1,61.5,56.0,5.54,5.55,3.41,2733.7166168967187
1.04,Premium,H,VVS1,60.4,58.0,6.58,6.53,3.96,5960.176631475451
0.37,Ideal,H,VS2,61.7,55.0,4.64,4.67,2.87,612.3128875490838
0.7,Premium,G,SI2,60.0,60.0,5.69,5.65,3.51,3356.616129605499
1.7,Very Good,I,SI1,61.9,62.0,7.52,7.58,4.67,10938.850904683666
1.02,Premium,G,VVS2,62.2,60.0,6.39,6.43,3.99,5617.255322985586
0.7,Very Good,I,VS1,63.1,54.0,5.61,5.67,3.56,3034.005955359723
1.53,Very Good,G,VVS2,62.5,57.0,7.33,7.38,4.6,9553.816415233654
0.95,Good,D,SI2,56.5,61.0,6.53,6.5,3.68,5665.844320996642
0.5,Ideal,D,VS2,61.7,56.0,5.12,5.14,3.16,1623.7081544507641
0.7,Ideal,E,VS2,62.2,55.0,5.64,5.67,3.52,3127.6669736891417
2.52,Premium,I,SI1,58.5,59.0,8.9,8.87,5.2,17672.25156344472
0.36,Premium,G,SI2,59.3,59.0,4.66,4.62,2.75,784.2759671786876
0.34,Very Good,F,SI2,63.5,56.0,4.48,4.44,2.83,191.59194314370507
0.51,Very Good,E,SI2,58.3,61.9,5.19,5.2,3.04,2055.338304055195
0.56,Ideal,E,VS1,60.8,55.0,5.37,5.32,3.25,2184.1669882732676
1.13,Premium,G,VS1,61.6,58.0,6.76,6.68,4.14,6535.4919969425155
2.09,Very Good,F,SI2,62.7,61.0,8.07,8.14,5.08,13889.782466873667
1.51,Ideal,H,VS2,61.9,59.0,7.29,7.34,4.53,9460.657822288904
0.34,Ideal,F,VVS1,61.4,57.0,4.5,4.53,2.77,410.1343192456825
1.01,Good,J,SI1,58.8,57.0,6.57,6.63,3.88,5893.286200758988
1.14,Ideal,H,VVS2,61.9,56.0,6.69,6.72,4.15,6582.071293414891
1.01,Good,H,SI1,63.1,60.0,6.37,6.41,4.03,5445.794668740653
0.71,Good,I,VS1,59.1,63.4,5.76,5.81,3.42,3528.0767838504316
0.36,Premium,G,IF,62.5,60.0,4.49,4.53,2.82,451.25901311853204
1.2,Premium,H,SI2,62.5,58.0,6.74,6.69,4.2,6986.428430021695
0.52,Ideal,H,VS2,61.7,54.0,5.18,5.22,3.21,1779.3074262817918
0.63,Premium,I,VS1,62.0,58.0,5.52,5.45,3.4,2603.8830819093055
1.01,Premium,F,SI1,62.2,59.0,6.41,6.36,3.97,5539.455687070072
0.41,Very Good,E,SI2,63.2,58.0,4.72,4.68,2.97,767.4097339954415
0.52,Good,I,SI1,63.6,60.0,5.1,5.05,3.23,1581.5786098085746
0.31,Ideal,I,SI2,62.0,54.1,4.32,4.35,2.69,114.29473261286194
1.5,Premium,H,I1,62.9,60.0,7.31,7.22,4.57,9278.79038822959
1.02,Good,H,SI2,60.3,63.0,6.45,6.49,3.9,5814.984139458804
0.25,Premium,H,VVS1,60.1,62.0,4.11,4.08,2.46,-154.77426640700378
0.31,Good,H,VVS1,63.7,56.0,4.33,4.3,2.75,-62.6205242315973
0.26,Ideal,H,VVS2,61.8,55.7,4.08,4.1,2.53,-253.8898873359467
0.73,Very Good,D,VS2,63.5,58.0,5.68,5.72,3.62,3225.7777438487456
1.51,Good,I,VS1,63.6,57.0,7.14,7.21,4.56,9283.742565444447
0.72,Very Good,E,SI2,61.4,58.0,5.76,5.8,3.55,3366.520484035209
0.31,Good,G,VS2,64.4,54.0,4.24,4.29,2.75,-135.46798293225584
1.01,Ideal,F,VS1,61.7,56.0,6.48,6.45,3.99,5591.489586141971
1.0,Premium,D,VS1,62.7,54.0,6.38,6.35,3.99,5409.622152082658
1.12,Very Good,I,VS2,62.9,55.9,6.59,6.62,4.16,6322.404223440067
1.14,Very Good,F,VVS1,62.2,55.9,6.67,6.69,4.16,6550.850953971752
0.75,Ideal,G,SI2,62.5,55.0,5.82,5.77,3.62,3485.444813823572
0.54,Premium,H,VVS1,62.0,57.0,5.25,5.2,3.24,1903.6863586696809
1.55,Premium,H,VS2,61.7,59.0,7.44,7.4,4.58,9792.669925579718
0.32,Ideal,D,SI2,61.1,56.0,4.41,4.39,2.69,285.75538685779475
1.01,Premium,G,VVS2,61.9,59.0,6.41,6.45,3.98,5570.676026513212
0.3,Ideal,E,VVS2,62.2,57.0,4.28,4.31,2.67,15.681537068587204
0.4,Very Good,D,VS2,63.6,55.0,4.68,4.72,2.99,647.9829788224088
1.12,Ideal,H,VS1,60.9,57.0,6.71,6.73,4.09,6530.539819727664
0.41,Ideal,H,VS1,61.8,56.0,4.78,4.73,2.94,913.1046513967603
1.15,Ideal,H,SI1,61.9,55.0,6.74,6.77,4.18,6659.870929330405
1.04,Ideal,E,VVS2,61.0,57.0,6.61,6.57,4.02,5897.735952589172
2.02,Fair,G,I1,65.6,57.0,7.87,7.8,5.15,13043.388400848056
1.11,Ideal,F,VVS1,59.7,58.0,6.7,6.74,4.01,6577.621541584707
0.62,Premium,G,VVS2,59.2,59.0,5.58,5.56,3.3,2817.4732807964274
0.31,Ideal,I,VS1,61.9,54.0,4.34,4.38,2.7,124.7015124272416
0.9,Good,G,SI2,63.8,56.0,6.16,6.13,3.92,4517.151214969342
0.44,Premium,E,VVS2,60.0,59.0,4.95,4.99,2.98,1333.825595802139
0.91,Very Good,I,SI2,62.8,61.0,6.15,6.18,3.87,4699.018649028654
0.73,Premium,E,VS2,61.6,59.0,5.77,5.73,3.54,3423.5065603219628
1.5,Good,H,VS2,63.6,58.0,7.22,7.27,4.61,9205.942929528932
0.5,Premium,G,VVS2,59.6,60.0,5.18,5.15,3.08,1842.2505305527416
0.57,Premium,D,VS2,61.7,60.0,5.32,5.28,3.27,2168.305605859361
0.54,Ideal,D,VS2,61.9,55.0,5.24,5.23,3.24,1914.0931384840605
1.02,Ideal,H,VS2,60.4,57.0,6.58,6.54,3.96,5804.577359644424
0.31,Good,E,IF,64.2,60.0,4.22,4.28,2.73,-114.65442330349651
0.34,Ideal,E,SI2,62.9,56.0,4.48,4.45,2.81,254.03262202998485
0.5,Ideal,F,SI2,61.7,55.0,5.13,5.15,3.17,1623.7081544507641
0.3,Ideal,G,SI2,62.1,58.0,4.27,4.3,2.66,26.088316882967774
0.4,Ideal,F,SI1,61.6,55.0,4.72,4.76,2.92,856.1185751100056
0.7,Very Good,G,SI1,63.3,61.0,5.6,5.55,3.53,3013.1923957309637
0.31,Good,D,SI1,63.5,56.0,4.29,4.31,2.73,-41.80696460283616
1.21,Good,G,SI1,63.8,58.0,6.75,6.64,4.27,6928.939928350272
0.82,Very Good,E,VS2,62.8,59.0,5.92,5.93,3.72,3998.8219257890287
0.5,Fair,G,VS1,64.9,57.0,4.98,4.94,3.22,1290.6912003906077
1.04,Very Good,E,SI1,62.8,59.0,6.46,6.41,4.04,5710.413915930334
1.31,Premium,H,SI2,60.8,58.0,7.13,7.08,4.32,8019.1396819368065
2.07,Very Good,H,SI1,62.1,59.0,8.15,8.2,5.08,13796.623873928918
2.01,Very Good,I,VS2,62.4,58.0,8.06,7.99,5.01,13298.605718992696
1.06,Ideal,H,VS2,61.2,55.0,6.57,6.61,4.03,6032.521664791439
0.9,Premium,F,VS2,61.9,55.0,6.25,6.23,3.86,4714.880031442559
1.02,Ideal,G,SI2,62.4,54.0,6.39,6.47,4.02,5596.441763356826
0.71,Premium,E,VS2,61.0,60.0,5.76,5.69,3.49,3330.3479673772144
0.5,Ideal,E,SI1,63.0,56.0,5.13,5.06,3.21,1488.4200168638258
0.54,Premium,H,VS1,62.6,59.0,5.22,5.19,3.26,1841.245679783401
1.12,Ideal,D,SI1,60.5,56.0,6.75,6.78,4.09,6572.166938985183
0.31,Ideal,I,SI1,61.3,55.0,4.39,4.42,2.7,187.14219131352138
2.13,Premium,J,SI2,62.6,58.0,8.21,8.18,5.13,14211.387790350102
1.74,Ideal,E,SI1,62.2,56.0,7.72,7.67,4.79,11218.829108902584
0.62,Fair,F,SI1,55.1,66.0,5.85,5.7,3.18,3244.1512531860026
0.8,Premium,E,SI1,62.9,60.0,5.89,5.87,3.7,3832.8158741436228
0.5,Very Good,F,VS1,61.9,62.0,5.02,5.06,3.12,1602.8945948220048
0.32,Very Good,E,VVS1,60.9,58.0,4.49,4.45,2.72,306.56894648655407
1.07,Ideal,E,SI2,62.4,60.0,6.49,6.52,4.06,5985.439942934397
2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48,16850.618383493376
0.31,Ideal,D,VS2,61.2,55.0,4.38,4.35,2.67,197.54897112790013
0.37,Ideal,J,IF,61.9,54.0,4.63,4.68,2.88,591.4993279203245
1.3,Premium,F,VS1,61.0,59.0,7.05,7.08,4.31,7920.526486392533
1.02,Premium,E,SI1,62.8,58.0,6.45,6.39,4.03,5554.814644099307
0.36,Ideal,G,SI1,61.1,55.0,4.58,4.62,2.81,596.95393051985
1.14,Premium,D,SI2,59.2,61.0,6.84,6.82,4.04,6863.054348403148
0.7,Very Good,E,SI2,63.2,61.0,5.62,5.59,3.54,3023.5991755453433
0.3,Premium,E,VS2,61.8,58.0,4.28,4.26,2.64,57.308656326107666
0.71,Ideal,D,SI2,61.0,56.0,5.77,5.8,3.53,3330.3479673772144
0.4,Premium,F,VVS1,61.1,59.0,4.75,4.78,2.91,908.1524741819057
1.18,Premium,I,SI2,60.8,58.0,6.84,6.78,4.14,7007.744415035125
0.34,Ideal,E,VVS1,62.2,56.0,4.46,4.44,2.77,326.8800807306434
1.5,Premium,G,SI1,62.3,58.0,7.33,7.27,4.55,9341.23106711587
0.72,Very Good,F,SI2,58.5,60.0,5.86,5.93,3.45,3668.3170986522255
1.03,Ideal,E,VVS2,60.6,59.0,6.5,6.53,3.95,5861.563435931178
0.28,Very Good,I,VS2,61.9,57.0,4.16,4.19,2.58,-108.69739531929918
0.31,Ideal,J,SI1,62.4,53.0,4.38,4.4,2.74,72.66761335534238
1.02,Very Good,D,SI2,62.7,59.0,6.36,6.44,4.01,5565.2214239136865
0.7,Good,I,SI2,63.5,56.0,5.59,5.63,3.56,2992.3788361022034
1.34,Very Good,E,SI2,62.1,63.0,7.06,7.01,4.37,8117.2504520964085
2.07,Very Good,J,VS2,61.3,56.0,8.16,8.2,5.02,13879.878112443957
0.74,Fair,G,SI1,64.8,59.0,5.63,5.6,3.64,3168.2892421773204
0.58,Ideal,E,SI2,61.4,57.1,5.36,5.38,3.3,2277.325581218014
0.31,Ideal,D,VS1,60.5,57.0,4.39,4.41,2.66,270.3964298285596
0.54,Ideal,G,VVS2,62.6,57.0,5.19,5.23,3.26,1841.245679783401
1.01,Premium,F,VS1,62.5,58.0,6.42,6.37,4.0,5508.235347626933
1.29,Ideal,G,VVS2,62.4,57.0,6.97,6.94,4.34,7697.0319330757
1.01,Very Good,H,SI1,61.9,59.0,6.4,6.43,3.97,5570.676026513212
1.14,Ideal,H,SI1,62.3,56.0,6.69,6.77,4.19,6540.444174157372
0.3,Ideal,E,VVS1,62.5,56.0,4.28,4.3,2.68,-15.538802374550869
1.33,Ideal,H,SI1,62.7,56.0,7.04,6.99,4.4,7977.0101372946165
0.35,Premium,H,SI1,60.0,61.0,4.6,4.57,2.75,633.6288725625141
0.77,Very Good,J,VVS1,62.8,58.0,5.78,5.84,3.65,3609.8237462114603
0.41,Good,I,SI1,63.8,57.0,4.7,4.67,2.99,704.9690551091626
1.02,Good,D,SI1,63.3,58.0,6.35,6.39,4.03,5502.780745027408
0.78,Very Good,J,VS2,63.0,58.0,5.84,5.87,3.69,3666.809822498214
0.38,Ideal,E,VVS2,62.4,56.0,4.63,4.69,2.91,617.2650647639393
1.06,Very Good,F,SI1,61.2,57.0,6.58,6.68,4.06,6032.521664791439
1.02,Ideal,H,VVS2,62.1,56.0,6.5,6.45,4.02,5627.662102799965
0.71,Ideal,D,SI1,62.4,57.0,5.69,5.72,3.56,3184.6530499758965
1.51,Ideal,I,SI1,62.2,56.0,7.36,7.27,4.55,9429.437482845766
0.41,Ideal,E,VS1,62.0,55.0,4.77,4.74,2.95,892.2910917680001
0.7,Premium,E,SI2,59.8,61.0,5.76,5.74,3.44,3377.429689234259
0.39,Premium,F,VVS1,59.7,58.0,4.75,4.73,2.83,976.0477556677097
0.71,Ideal,E,SI2,62.7,56.0,5.68,5.71,3.57,3153.4327105327566
0.31,Ideal,G,SI1,61.2,56.0,4.37,4.39,2.68,197.54897112790013
0.5,Premium,G,SI2,60.7,57.0,5.15,5.07,3.1,1727.7759525945626
0.51,Ideal,F,VS1,62.5,55.0,5.08,5.13,3.19,1618.25355185124
0.36,Premium,F,VS2,60.5,60.0,4.61,4.55,2.77,659.3946094061289
1.15,Premium,G,VS1,63.0,60.0,6.68,6.6,4.18,6545.396351372226
0.71,Ideal,J,VS1,62.3,55.0,5.7,5.73,3.56,3195.059829790276
0.4,Premium,E,IF,61.3,58.0,4.77,4.73,2.91,887.3389145531464
0.51,Ideal,E,SI1,61.7,56.0,5.13,5.17,3.18,1701.5077903662782
0.71,Good,G,VS2,64.0,55.0,5.65,5.67,3.62,3018.1445729458183
1.09,Premium,F,SI1,62.7,58.0,6.56,6.51,4.1,6109.818875322283
2.14,Ideal,H,SI2,61.9,57.0,8.34,8.28,5.14,14362.034884966279
1.29,Ideal,F,VS1,60.7,57.0,7.08,7.05,4.29,7873.947189920157
1.03,Ideal,F,SI1,61.3,57.0,6.58,6.51,4.01,5788.7159772305195
0.36,Ideal,E,VS1,61.6,57.0,4.54,4.58,2.81,544.9200314479499
0.31,Ideal,I,IF,61.3,57.0,4.4,4.34,2.68,187.14219131352138
0.41,Premium,I,VVS1,61.9,57.0,4.82,4.78,2.97,902.6978715823798
0.31,Ideal,D,SI1,62.4,56.0,4.33,4.35,2.71,72.66761335534238
1.56,Good,J,VS2,62.3,64.0,7.41,7.36,4.6,9808.028882608955
0.3,Ideal,D,VS2,61.0,55.0,4.38,4.34,2.66,140.56289484114632
1.51,Premium,H,SI1,61.2,60.0,7.46,7.37,4.54,9533.505280989564
0.74,Premium,F,SI2,59.6,58.0,5.91,5.87,3.51,3709.4417925250737
0.4,Good,G,VS2,62.8,54.4,4.67,4.7,2.94,731.2372173374479
0.82,Premium,G,SI2,60.7,61.0,6.01,5.98,3.64,4217.364301891005
1.2,Ideal,H,SI2,61.0,57.0,6.9,6.84,4.19,7142.530127237393
0.9,Good,F,VS2,63.3,57.0,6.04,6.09,3.84,4569.185114041241
0.33,Premium,E,VS2,61.1,59.0,4.49,4.45,2.73,363.55502277330834
0.31,Ideal,F,VS2,61.9,54.0,4.38,4.35,2.7,124.7015124272416
0.91,Very Good,F,VS2,62.1,58.0,6.19,6.24,3.86,4771.866107729313
1.11,Very Good,G,SI2,63.2,56.0,6.61,6.56,4.16,6213.384248081412
0.31,Premium,H,VVS2,60.6,60.0,4.34,4.38,2.64,259.9896500141799
1.25,Premium,H,SI2,60.5,61.0,6.97,6.91,4.2,7583.562205886861
0.4,Very Good,F,SI2,62.6,53.0,4.7,4.75,2.96,752.0507769662072
1.53,Premium,E,SI2,58.9,59.0,7.63,7.55,4.47,9928.460488551329
1.0,Good,F,SI2,60.2,65.0,6.38,6.41,3.85,5669.791647442155
1.02,Very Good,E,VS2,59.2,58.0,6.52,6.58,3.88,5929.458717416982
0.9,Good,D,SI1,63.6,63.0,6.07,6.03,3.85,4537.964774598101
0.6,Premium,G,VVS1,60.0,58.0,5.53,5.43,3.29,2578.61977045036
1.0,Fair,J,SI1,64.9,58.0,6.29,6.23,4.06,5180.6729961663
0.59,Very Good,E,SI1,62.9,58.0,5.31,5.34,3.35,2199.0235199178305
0.32,Ideal,D,VVS1,61.8,56.0,4.39,4.41,2.72,212.9079281571362
1.11,Premium,E,SI2,62.5,58.0,6.61,6.63,4.14,6286.231706782071
0.72,Very Good,G,SI2,59.7,56.0,5.83,5.89,3.5,3543.435740879667
1.12,Ideal,G,SI2,62.4,56.0,6.63,6.67,4.15,6374.438122511966
0.56,Ideal,G,VS2,62.0,56.0,5.28,5.3,3.28,2059.285630500709
0.23,Very Good,E,VVS2,63.8,57.0,3.88,3.9,2.48,-695.4243913700866
1.06,Premium,E,VS2,62.3,58.0,6.52,6.49,4.05,5918.047086833261
0.33,Very Good,F,VS1,59.3,56.0,4.49,4.55,2.68,550.8770594321459
1.01,Fair,F,SI2,58.2,61.0,6.48,6.52,3.78,5955.726879645266
1.01,Very Good,F,VS2,59.1,59.0,6.58,6.65,3.91,5862.0658613158475
1.32,Premium,F,SI2,60.6,60.0,7.05,7.1,4.29,8117.752877481079
2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99,13220.806083077185
0.73,Premium,G,I1,62.5,58.0,5.82,5.74,3.61,3329.845541992545
0.71,Premium,E,SI1,59.2,59.0,5.83,5.86,3.46,3517.670004036052
0.7,Very Good,F,SI1,60.3,59.0,5.73,5.82,3.48,3325.39579016236
1.16,Ideal,D,VS1,61.2,58.0,6.73,6.76,4.13,6810.518023946576
2.01,Very Good,J,SI2,63.3,56.0,7.86,7.96,5.01,13204.944700663276
1.0,Very Good,D,SI1,61.4,63.0,6.35,6.41,3.92,5544.910289669597
1.04,Fair,G,SI2,66.1,60.0,6.32,6.23,4.15,5366.990182055799
2.0,Good,G,SI2,64.3,60.0,7.87,7.83,5.05,13023.077266603967
0.42,Ideal,F,VVS2,61.6,56.0,4.85,4.83,2.98,1011.7178469410328
1.0,Good,H,SI1,64.9,56.0,6.24,6.31,4.07,5180.6729961663
0.7,Ideal,F,VS1,61.2,58.0,5.7,5.73,3.5,3231.73477183294
0.3,Ideal,D,VS2,61.0,55.0,4.36,4.33,2.65,140.56289484114632
0.4,Premium,D,VS2,62.5,59.0,4.72,4.66,2.93,762.4575567805878
0.32,Good,D,SI1,63.3,57.0,4.37,4.38,2.77,56.806230941438116
0.71,Very Good,F,SI2,63.2,57.0,5.66,5.7,3.59,3101.3988114608574
0.3,Premium,D,VS1,60.7,58.0,4.34,4.36,2.64,171.7832342842853
0.77,Ideal,F,SI1,61.7,56.0,5.85,5.91,3.63,3724.2983241696384
1.08,Premium,H,VS2,62.4,58.0,6.56,6.49,4.07,6063.23957884991
0.5,Good,D,SI2,63.4,59.0,5.0,5.03,3.18,1446.7928976063072
0.57,Ideal,E,VS1,61.4,57.0,5.32,5.37,3.28,2199.525945302501
0.73,Good,E,VS2,64.2,54.0,5.68,5.72,3.66,3152.930285148086
0.3,Ideal,H,IF,62.1,55.0,4.3,4.27,2.66,26.088316882967774
0.71,Ideal,H,SI2,59.4,57.0,5.87,5.81,3.47,3496.8564444072927
0.32,Premium,F,VS2,59.4,58.0,4.48,4.44,2.65,462.6706437022526
0.23,Good,G,VVS2,63.8,56.0,3.94,3.9,2.5,-695.4243913700866
0.7,Ideal,E,VS2,61.9,58.0,5.7,5.73,3.54,3158.8873131322816
0.7,Good,H,SI1,63.8,58.0,5.66,5.59,3.59,2961.1584966590644
0.54,Ideal,G,VVS2,60.6,56.0,5.26,5.27,3.19,2049.381276070999
0.3,Premium,I,VS1,61.6,61.0,4.28,4.23,2.62,78.12221595486653
0.71,Very Good,E,VS2,61.6,56.0,5.74,5.81,3.56,3267.9072884909347
1.5,Good,I,SI1,62.9,60.0,7.12,7.16,4.49,9278.79038822959
1.12,Premium,F,VS1,61.8,59.0,6.75,6.65,4.14,6436.878801398246
0.31,Ideal,D,VS2,60.8,56.0,4.39,4.42,2.68,239.1760903854206
0.7,Good,I,SI1,63.5,59.0,5.62,5.65,3.58,2992.3788361022034
1.01,Ideal,G,VVS2,60.9,56.0,6.51,6.55,3.98,5674.74382465701
0.32,Very Good,D,SI1,63.1,57.0,4.38,4.37,2.76,77.61979057019698
1.63,Ideal,H,VS2,62.4,55.0,7.53,7.57,4.71,10342.21955420317
0.72,Ideal,E,VS2,61.1,56.0,5.78,5.81,3.54,3397.740823478349
0.39,Ideal,I,VS2,60.8,56.0,4.72,4.75,2.88,861.5731777095316
0.3,Very Good,G,SI1,61.0,58.0,4.3,4.32,2.63,140.56289484114632
1.22,Very Good,J,SI2,62.2,60.0,6.77,6.89,4.25,7173.248041295862
0.57,Ideal,E,VS2,61.6,56.0,5.38,5.33,3.3,2178.7123856737408
2.03,Premium,I,SI1,59.9,58.0,8.23,8.21,4.92,13714.37448618322
0.54,Ideal,G,SI1,61.7,55.0,5.24,5.27,3.24,1934.9066981128199
0.72,Ideal,H,VS1,61.6,55.0,5.76,5.8,3.56,3345.7069244064487
0.44,Very Good,E,VVS2,59.6,59.0,4.98,4.99,2.97,1375.4527150596587
0.3,Ideal,G,IF,61.6,56.0,4.34,4.36,2.68,78.12221595486653
2.01,Very Good,I,VS1,62.9,59.0,7.94,8.03,5.02,13246.571819920797
0.3,Ideal,E,VS2,62.3,56.0,4.28,4.32,2.68,5.274757254208453
0.31,Ideal,G,VVS1,61.2,56.0,4.34,4.38,2.67,197.54897112790013
0.5,Premium,F,SI1,62.5,59.0,5.03,4.99,3.13,1540.453915935726
0.36,Ideal,D,SI1,60.3,56.0,4.61,4.65,2.79,680.2081690348891
0.5,Ideal,H,VS1,62.6,53.0,5.09,5.14,3.2,1530.0471361213454
0.33,Very Good,I,VVS2,61.6,57.0,4.43,4.45,2.73,311.5211237014082
0.97,Very Good,G,VVS1,61.9,54.0,6.33,6.36,3.93,5259.477482851155
0.31,Ideal,F,IF,62.0,55.0,4.37,4.41,2.72,114.29473261286194
0.31,Premium,H,VS1,62.4,58.0,4.34,4.28,2.69,72.66761335534238
1.51,Very Good,J,VS2,61.0,58.0,7.35,7.41,4.5,9554.318840618324
0.32,Good,I,VS2,63.2,56.0,4.32,4.38,2.75,67.21301075581732
1.43,Very Good,J,VS2,62.8,56.0,7.13,7.19,4.5,8744.599716635374
1.0,Very Good,G,VS2,62.9,56.0,6.27,6.42,3.99,5388.808592453899
1.32,Ideal,G,SI2,62.9,57.0,6.98,6.94,4.38,7878.396941750342
0.77,Very Good,D,VS2,63.0,58.0,5.81,5.85,3.67,3589.0101865827
0.23,Very Good,E,VVS1,60.2,59.0,3.97,4.01,2.4,-320.78031805241153
1.7,Very Good,J,SI1,63.2,57.0,7.63,7.55,4.8,10803.56276709673
0.33,Very Good,G,VVS1,61.2,57.0,4.47,4.5,2.74,353.14824295892777
1.06,Ideal,F,I1,62.1,55.0,6.54,6.57,4.07,5938.860646462021
0.7,Good,F,SI1,63.8,58.0,5.56,5.67,3.58,2961.1584966590644
1.01,Very Good,G,SI2,63.0,58.0,6.29,6.34,3.98,5456.201448555033
1.1,Premium,H,VS2,62.5,58.0,6.59,6.54,4.1,6208.432070866558
0.51,Very Good,F,SI2,62.7,56.0,5.07,5.1,3.19,1597.4399922224798
2.01,Very Good,I,VS1,59.7,63.0,8.24,8.15,4.89,13579.588773980951
0.32,Ideal,G,VS1,62.3,56.0,4.39,4.37,2.73,160.8740290852361
1.01,Good,E,SI1,63.3,57.0,6.33,6.37,4.02,5424.981109111894
1.51,Premium,J,VS2,59.6,60.0,7.58,7.48,4.49,9700.013758019642
0.32,Premium,D,SI2,62.5,58.0,4.38,4.33,2.72,140.06046945647677
0.32,Very Good,I,VS2,63.2,56.0,4.38,4.32,2.75,67.21301075581732
1.2,Ideal,I,SI1,62.6,58.0,6.74,6.71,4.21,6976.021650207314
0.42,Premium,G,VS2,60.1,61.0,4.84,4.81,2.9,1167.8195441567314
2.02,Ideal,F,SI2,62.7,57.0,8.07,7.93,5.03,13345.185015465073
0.34,Premium,I,SI1,60.2,59.0,4.55,4.52,2.73,535.0156770182411
0.52,Very Good,G,VS1,62.2,63.0,5.22,5.13,3.22,1727.2735272098926
1.09,Premium,I,VS2,61.3,58.0,6.63,6.58,4.05,6255.513792723602
0.72,Premium,G,VS2,62.9,57.0,5.73,5.65,3.58,3210.4187868195113
1.56,Ideal,G,VS1,61.3,56.0,7.46,7.51,4.59,9912.096680752755
0.39,Ideal,E,VS2,60.5,56.0,4.75,4.77,2.88,892.7935171526706
1.04,Premium,I,SI1,62.5,62.0,6.45,6.39,4.01,5741.634255373474
0.97,Very Good,G,SI1,60.2,61.0,6.4,6.46,3.87,5436.392739695613
1.4,Premium,F,VS2,60.7,58.0,7.26,7.17,4.38,8729.74318499081
0.36,Ideal,H,VS2,62.1,55.0,4.61,4.57,2.85,492.8861323760507
0.71,Ideal,E,SI1,61.8,57.0,5.72,5.76,3.55,3247.0937288621762
1.01,Good,E,VS2,63.7,56.0,6.29,6.27,4.0,5383.353989854373
0.4,Ideal,I,SI1,61.6,56.0,4.68,4.74,2.9,856.1185751100056
0.26,Very Good,E,VS1,63.0,59.0,4.03,4.06,2.55,-378.77124510850626
0.33,Ideal,H,SI2,61.1,57.0,4.46,4.48,2.73,363.55502277330834
0.34,Premium,G,VS2,62.4,59.0,4.47,4.41,2.77,306.06652110188406
0.5,Ideal,E,SI1,60.6,59.0,5.13,5.16,3.12,1738.1827324089431
0.33,Ideal,F,SI2,61.4,57.0,4.44,4.48,2.74,332.33468333016845
0.83,Ideal,H,VS2,61.6,55.0,6.04,6.08,3.73,4201.5029194771005
0.31,Premium,F,VS2,61.3,59.0,4.34,4.31,2.65,187.14219131352138
0.3,Ideal,G,VVS2,61.1,57.0,4.32,4.35,2.65,130.15611502676666
0.71,Very Good,I,VS1,61.1,57.0,5.75,5.8,3.53,3319.941187562835
1.58,Ideal,F,SI1,60.3,56.0,7.56,7.62,4.58,10171.76375072758
0.7,Ideal,H,SI1,62.5,56.0,5.64,5.69,3.54,3096.4466342460028
1.01,Ideal,I,VS2,61.3,53.0,6.52,6.54,4.0,5633.116705399491
0.61,Very Good,H,VVS2,61.4,57.0,5.46,5.5,3.36,2510.7244889645563
1.0,Premium,F,VS2,58.6,61.0,6.53,6.5,3.82,5836.300124472234
